id,occupation,upi_txns_month,mobile_recharge_freq,night_light,education,is_urban,bill_payment_consistency,ecommerce_freq,skill_level,household_size,market_density,public_transport_access,housing_type,income,loan_amount,income_to_loan_ratio,repayment_capability
75666551,Small Shop Owner,17,Weekly,29,Secondary,0,1,5,Semi-Skilled,5,0.3,0,Semi-Pucca,21239,5943,3.57,0.95
49537696,Auto Rickshaw Driver,8,Monthly,18,Primary,0,1,2,Skilled,5,0.2,1,Kutcha,14305,51689,0.28,0.83
25694775,Auto Rickshaw Driver,14,Irregular,20,Secondary,0,0,4,Skilled,3,0.2,0,Kutcha,15523,39472,0.39,0.75
2842063,Street Vendor,41,Weekly,84,Primary,1,0,10,Semi-Skilled,6,0.6,1,Pucca,24023,55835,0.43,0.9
25486072,Tailor,22,Monthly,87,Primary,1,1,7,Unskilled,4,0.7,1,Pucca,29043,55426,0.52,0.95
14352428,Street Vendor,20,Weekly,16,Primary,0,1,6,Unskilled,5,0.4,0,Semi-Pucca,11322,21743,0.52,0.68
75293285,Small Shop Owner,28,Weekly,54,Primary,1,1,9,Unskilled,2,0.7,1,Pucca,31525,80270,0.39,0.95
82554486,Small Shop Owner,8,Weekly,30,Secondary,0,1,2,Unskilled,4,0.2,0,Semi-Pucca,23658,15578,1.52,0.95
21482319,Auto Rickshaw Driver,6,Weekly,16,Primary,0,0,2,Skilled,5,0.4,1,Kutcha,14443,24724,0.58,0.71
76430245,Farmer,7,Weekly,25,Primary,0,1,2,Unskilled,5,0.2,0,Semi-Pucca,8263,84323,0.1,0.66
77686619,Domestic Worker,43,Weekly,76,Illiterate,1,1,10,Semi-Skilled,5,0.6,1,Semi-Pucca,20120,91283,0.22,0.95
20479410,Small Shop Owner,15,Monthly,19,Primary,0,1,5,Semi-Skilled,6,0.2,0,Kutcha,19437,64545,0.3,0.89
86587162,Auto Rickshaw Driver,15,Monthly,88,Primary,1,0,5,Semi-Skilled,2,0.6,1,Semi-Pucca,25526,58001,0.44,0.95
29980487,Domestic Worker,11,Irregular,30,Illiterate,0,0,3,Unskilled,3,0.3,0,Kutcha,10801,85727,0.13,0.53
50997771,Farmer,4,Monthly,27,Illiterate,0,0,1,Unskilled,3,0.4,1,Semi-Pucca,8079,19810,0.41,0.47
72954750,Farmer,7,Irregular,36,Primary,0,0,2,Skilled,5,0.2,0,Semi-Pucca,10703,84481,0.13,0.61
91752311,Domestic Worker,25,Weekly,52,Illiterate,1,0,8,Skilled,5,0.8,1,Pucca,15535,51046,0.3,0.71
54554976,Small Shop Owner,15,Weekly,35,Secondary,0,1,5,Semi-Skilled,7,0.3,0,Semi-Pucca,25316,39371,0.64,0.95
84927023,Delivery Partner,32,Monthly,75,Secondary,1,1,10,Skilled,1,0.7,1,Semi-Pucca,40304,70889,0.57,0.95
2766338,Farmer,1,Irregular,21,Illiterate,0,0,0,Skilled,3,0.2,0,Semi-Pucca,8031,92079,0.09,0.46
31377145,Domestic Worker,12,Weekly,64,Primary,1,1,4,Semi-Skilled,5,0.7,1,Kutcha,14393,69411,0.21,0.82
47217183,Street Vendor,16,Weekly,38,Primary,0,0,5,Semi-Skilled,4,0.1,1,Kutcha,14946,95734,0.16,0.78
73213405,Street Vendor,9,Monthly,11,Primary,0,1,3,Semi-Skilled,4,0.1,1,Kutcha,10173,61135,0.17,0.65
1926474,Farmer,2,Monthly,24,Illiterate,0,0,0,Skilled,3,0.2,0,Pucca,8750,65441,0.13,0.45
34961579,Small Shop Owner,13,Weekly,76,Secondary,1,1,4,Semi-Skilled,3,0.3,1,Kutcha,32065,18928,1.69,0.95
66746663,Farmer,7,Weekly,15,Illiterate,0,0,2,Unskilled,3,0.2,0,Semi-Pucca,7111,82724,0.09,0.42
37487092,Farmer,1,Weekly,24,Illiterate,0,1,0,Skilled,6,0.1,1,Semi-Pucca,8071,79086,0.1,0.5
26500322,Auto Rickshaw Driver,8,Weekly,23,Secondary,0,1,2,Semi-Skilled,4,0.1,1,Kutcha,14913,70230,0.21,0.88
42990912,Street Vendor,9,Monthly,30,Secondary,0,0,3,Unskilled,4,0.3,0,Semi-Pucca,13729,82097,0.17,0.58
54575272,Farmer,11,Irregular,88,Illiterate,1,0,3,Unskilled,1,0.6,1,Pucca,13162,6798,1.94,0.71
89592586,Small Shop Owner,43,Weekly,62,Secondary,1,0,10,Semi-Skilled,3,0.2,1,Semi-Pucca,40291,30258,1.33,0.95
90085430,Domestic Worker,22,Monthly,17,Illiterate,0,1,7,Unskilled,7,0.1,1,Semi-Pucca,10444,24528,0.43,0.5
5513730,Street Vendor,22,Weekly,14,Primary,0,1,7,Skilled,6,0.4,1,Kutcha,13915,7237,1.92,0.86
52855784,Construction Worker,34,Monthly,63,Primary,1,0,10,Skilled,2,0.6,1,Pucca,19962,41224,0.48,0.84
17599603,Construction Worker,13,Weekly,76,Primary,1,0,4,Semi-Skilled,3,0.4,1,Pucca,15241,85483,0.18,0.72
12752490,Domestic Worker,11,Irregular,67,Illiterate,1,0,3,Unskilled,3,0.5,1,Pucca,13305,62604,0.21,0.63
83440907,Delivery Partner,17,Weekly,30,Primary,0,1,5,Unskilled,5,0.4,0,Pucca,21029,80436,0.26,0.95
66944324,Domestic Worker,33,Monthly,81,Primary,1,0,10,Semi-Skilled,3,0.2,1,Semi-Pucca,19730,17196,1.15,0.95
9323065,Auto Rickshaw Driver,16,Irregular,26,Primary,0,0,5,Semi-Skilled,4,0.2,0,Semi-Pucca,17932,23573,0.76,0.85
87520679,Small Shop Owner,21,Weekly,30,Primary,0,1,7,Skilled,7,0.3,1,Pucca,24951,60320,0.41,0.95
86148959,Delivery Partner,43,Monthly,56,Graduate,1,1,10,Skilled,6,0.5,1,Pucca,42157,34166,1.23,0.95
46495574,Construction Worker,37,Weekly,59,Illiterate,1,1,10,Semi-Skilled,7,0.2,1,Semi-Pucca,16407,62444,0.26,0.77
41059486,Domestic Worker,42,Weekly,52,Illiterate,1,1,10,Unskilled,4,0.4,1,Semi-Pucca,14097,45410,0.31,0.82
69840813,Auto Rickshaw Driver,17,Monthly,14,Secondary,0,1,5,Semi-Skilled,7,0.1,1,Kutcha,13746,11679,1.18,0.76
17077730,Farmer,5,Irregular,31,Illiterate,0,0,1,Skilled,6,0.3,0,Semi-Pucca,9500,41912,0.23,0.35
85226920,Street Vendor,12,Weekly,37,Secondary,0,1,4,Skilled,7,0.3,0,Kutcha,16832,55955,0.3,0.83
29380204,Construction Worker,18,Weekly,16,Primary,0,1,6,Unskilled,5,0.2,0,Pucca,9181,65258,0.14,0.63
41367048,Construction Worker,28,Weekly,86,Illiterate,1,1,9,Semi-Skilled,5,0.8,1,Pucca,19635,41205,0.48,0.95
95970932,Domestic Worker,49,Monthly,69,Primary,1,1,10,Semi-Skilled,5,0.6,1,Semi-Pucca,20052,13510,1.48,0.95
18442775,Farmer,6,Weekly,16,Illiterate,0,1,2,Unskilled,5,0.3,0,Semi-Pucca,7413,23180,0.32,0.58
32410018,Construction Worker,14,Weekly,13,Illiterate,0,1,4,Skilled,5,0.4,0,Semi-Pucca,9466,36299,0.26,0.62
99878266,Farmer,4,Irregular,37,Primary,0,0,1,Unskilled,5,0.1,0,Kutcha,9200,67764,0.14,0.54
57496176,Auto Rickshaw Driver,18,Monthly,36,Secondary,0,1,6,Unskilled,3,0.1,0,Semi-Pucca,20444,10939,1.87,0.95
90882594,Street Vendor,6,Irregular,30,Secondary,0,0,2,Semi-Skilled,4,0.2,0,Pucca,12494,91589,0.14,0.64
32307622,Small Shop Owner,11,Irregular,21,Primary,0,0,3,Semi-Skilled,6,0.1,0,Semi-Pucca,21770,16868,1.29,0.84
66627458,Tailor,24,Monthly,63,Primary,1,1,8,Skilled,4,0.8,1,Semi-Pucca,26533,77289,0.34,0.95
75925441,Street Vendor,18,Weekly,15,Secondary,0,1,6,Semi-Skilled,5,0.2,0,Semi-Pucca,13157,66921,0.2,0.75
4193647,Tailor,20,Weekly,20,Secondary,0,1,6,Unskilled,5,0.1,0,Kutcha,13908,65870,0.21,0.74
74361546,Construction Worker,35,Monthly,89,Illiterate,1,1,10,Semi-Skilled,2,0.5,1,Semi-Pucca,19324,25754,0.75,0.91
54545224,Small Shop Owner,10,Weekly,35,Secondary,0,0,3,Semi-Skilled,6,0.4,1,Kutcha,20848,60900,0.34,0.87
69918422,Street Vendor,34,Weekly,63,Secondary,1,0,10,Semi-Skilled,4,0.4,1,Pucca,19959,12040,1.66,0.95
69592725,Domestic Worker,22,Monthly,88,Primary,1,1,7,Unskilled,2,0.2,1,Pucca,17812,25715,0.69,0.9
1408866,Street Vendor,12,Irregular,22,Primary,0,0,4,Semi-Skilled,5,0.2,1,Kutcha,13051,60704,0.21,0.71
60979439,Farmer,6,Irregular,26,Illiterate,0,0,2,Skilled,6,0.4,1,Kutcha,8174,36223,0.23,0.39
75787897,Construction Worker,28,Monthly,62,Primary,1,1,9,Semi-Skilled,3,0.5,1,Semi-Pucca,16670,13630,1.22,0.94
98739001,Farmer,4,Monthly,16,Primary,0,1,1,Unskilled,7,0.3,0,Pucca,6603,61523,0.11,0.4
89707839,Small Shop Owner,9,Weekly,26,Primary,0,1,3,Semi-Skilled,5,0.3,0,Kutcha,20142,24587,0.82,0.95
58595250,Farmer,0,Irregular,20,Primary,0,0,0,Unskilled,3,0.1,0,Semi-Pucca,7887,98317,0.08,0.46
81989371,Farmer,1,Monthly,39,Illiterate,0,1,0,Semi-Skilled,5,0.3,1,Pucca,7935,35080,0.23,0.54
95246025,Farmer,4,Monthly,85,Illiterate,1,0,1,Skilled,1,0.4,1,Pucca,13400,17449,0.77,0.65
3807880,Farmer,2,Irregular,11,Primary,0,0,0,Unskilled,6,0.2,0,Kutcha,7177,54335,0.13,0.41
43163114,Domestic Worker,37,Irregular,82,Illiterate,1,0,10,Skilled,6,0.7,1,Pucca,22365,93336,0.24,0.87
80774901,Farmer,1,Irregular,11,Illiterate,0,0,0,Semi-Skilled,5,0.4,0,Semi-Pucca,6393,31163,0.21,0.36
11157279,Farmer,6,Irregular,24,Primary,0,0,2,Semi-Skilled,7,0.2,0,Pucca,8744,53014,0.16,0.44
18172456,Auto Rickshaw Driver,13,Monthly,17,Secondary,0,1,4,Semi-Skilled,6,0.3,0,Semi-Pucca,15462,23384,0.66,0.7
75340439,Domestic Worker,8,Monthly,28,Primary,0,1,2,Unskilled,7,0.4,0,Semi-Pucca,10347,65657,0.16,0.63
57474701,Street Vendor,13,Weekly,29,Secondary,0,1,4,Unskilled,6,0.3,1,Semi-Pucca,12363,74439,0.17,0.6
31421075,Farmer,3,Weekly,19,Primary,0,1,1,Semi-Skilled,3,0.4,0,Semi-Pucca,6732,60386,0.11,0.55
85455636,Farmer,3,Monthly,12,Illiterate,0,0,1,Semi-Skilled,5,0.3,0,Pucca,6888,84882,0.08,0.4
73807454,Domestic Worker,22,Weekly,25,Illiterate,0,1,7,Unskilled,3,0.3,0,Kutcha,10585,67029,0.16,0.7
45838709,Auto Rickshaw Driver,9,Monthly,12,Secondary,0,1,3,Skilled,3,0.4,0,Pucca,15557,61306,0.25,0.75
97504211,Domestic Worker,19,Weekly,36,Illiterate,0,1,6,Skilled,7,0.3,1,Kutcha,11425,53955,0.21,0.74
24309107,Street Vendor,21,Weekly,14,Primary,0,1,7,Semi-Skilled,5,0.2,1,Semi-Pucca,11471,56678,0.2,0.74
53896036,Farmer,3,Monthly,76,Primary,1,0,1,Skilled,5,0.3,1,Pucca,14452,79344,0.18,0.73
37497268,Construction Worker,46,Weekly,64,Illiterate,1,1,10,Semi-Skilled,4,0.2,1,Kutcha,19233,61793,0.31,0.84
17802022,Street Vendor,39,Monthly,68,Secondary,1,1,10,Semi-Skilled,6,0.2,1,Pucca,21148,86839,0.24,0.95
18576206,Farmer,0,Irregular,30,Illiterate,0,0,0,Skilled,4,0.4,0,Semi-Pucca,9331,80496,0.12,0.5
55659508,Small Shop Owner,23,Weekly,13,Graduate,0,1,7,Semi-Skilled,7,0.3,0,Kutcha,23768,43253,0.55,0.95
61562671,Street Vendor,6,Weekly,10,Primary,0,1,2,Semi-Skilled,3,0.3,1,Pucca,10334,43327,0.24,0.71
8788883,Street Vendor,15,Monthly,17,Primary,0,1,5,Unskilled,6,0.4,0,Pucca,11353,55118,0.21,0.6
99009459,Tailor,23,Weekly,30,Primary,0,0,7,Semi-Skilled,3,0.2,0,Semi-Pucca,17962,99729,0.18,0.89
10322960,Tailor,42,Monthly,73,Graduate,1,1,10,Semi-Skilled,3,0.3,1,Semi-Pucca,37215,50761,0.73,0.95
68130803,Farmer,4,Irregular,37,Primary,0,0,1,Semi-Skilled,6,0.4,0,Pucca,9446,71310,0.13,0.47
74895193,Auto Rickshaw Driver,23,Monthly,38,Graduate,0,1,7,Semi-Skilled,5,0.3,0,Kutcha,24474,54773,0.45,0.95
92819164,Street Vendor,17,Weekly,57,Secondary,1,1,5,Skilled,3,0.4,1,Pucca,21412,53341,0.4,0.95
33816600,Farmer,4,Irregular,21,Primary,0,0,1,Semi-Skilled,7,0.4,1,Semi-Pucca,7888,78846,0.1,0.35
58106827,Street Vendor,23,Weekly,28,Secondary,0,0,7,Skilled,3,0.2,1,Pucca,15381,93132,0.17,0.77
48031898,Street Vendor,18,Weekly,89,Graduate,1,1,6,Skilled,7,0.4,1,Semi-Pucca,28853,91114,0.32,0.95
29653037,Farmer,4,Weekly,37,Primary,0,1,1,Unskilled,5,0.4,1,Semi-Pucca,8456,81434,0.1,0.71
85677952,Construction Worker,8,Monthly,34,Primary,0,0,2,Unskilled,5,0.4,0,Semi-Pucca,12319,38737,0.32,0.59
23605951,Auto Rickshaw Driver,39,Monthly,89,Secondary,1,0,10,Unskilled,3,0.2,1,Semi-Pucca,32370,89848,0.36,0.95
34567934,Construction Worker,17,Irregular,73,Primary,1,0,5,Skilled,2,0.8,1,Pucca,18865,57460,0.33,0.78
21602803,Street Vendor,44,Monthly,59,Primary,1,1,10,Semi-Skilled,5,0.5,1,Semi-Pucca,24291,80988,0.3,0.95
70671098,Domestic Worker,35,Weekly,63,Illiterate,1,1,10,Unskilled,3,0.2,1,Semi-Pucca,15783,51434,0.31,0.93
4986772,Domestic Worker,46,Monthly,56,Primary,1,0,10,Unskilled,3,0.8,1,Semi-Pucca,17919,80446,0.22,0.76
57532036,Construction Worker,12,Monthly,30,Primary,0,1,4,Unskilled,4,0.2,1,Semi-Pucca,11400,64109,0.18,0.67
16893432,Street Vendor,27,Monthly,85,Graduate,1,1,9,Unskilled,4,0.3,1,Pucca,29636,62070,0.48,0.95
92804617,Tailor,30,Monthly,74,Primary,1,1,10,Semi-Skilled,4,0.2,1,Kutcha,26191,10104,2.59,0.95
36649380,Domestic Worker,10,Monthly,29,Primary,0,0,3,Skilled,6,0.2,0,Semi-Pucca,11675,23456,0.5,0.4
11802273,Street Vendor,12,Weekly,66,Primary,1,1,4,Unskilled,4,0.2,1,Semi-Pucca,17032,68582,0.25,0.95
1384586,Street Vendor,18,Weekly,25,Secondary,0,1,6,Skilled,6,0.2,0,Semi-Pucca,14256,45997,0.31,0.73
53214946,Tailor,9,Weekly,38,Primary,0,0,3,Semi-Skilled,6,0.4,0,Pucca,17759,33822,0.53,0.79
37235468,Small Shop Owner,49,Weekly,75,Secondary,1,1,10,Semi-Skilled,7,0.7,1,Pucca,46142,32015,1.44,0.95
28822822,Farmer,6,Monthly,30,Primary,0,1,2,Semi-Skilled,4,0.2,0,Semi-Pucca,8117,44630,0.18,0.59
31666497,Street Vendor,5,Weekly,37,Secondary,0,1,1,Skilled,4,0.3,0,Kutcha,15124,94978,0.16,0.81
38072678,Farmer,6,Irregular,53,Illiterate,1,0,2,Semi-Skilled,6,0.2,1,Semi-Pucca,10779,20475,0.53,0.5
12928009,Street Vendor,16,Weekly,23,Secondary,0,1,5,Semi-Skilled,7,0.1,1,Pucca,13805,32159,0.43,0.73
95372032,Construction Worker,18,Weekly,18,Primary,0,1,6,Skilled,5,0.3,1,Pucca,12148,32573,0.37,0.77
29623694,Farmer,3,Weekly,25,Illiterate,0,1,1,Unskilled,6,0.2,0,Semi-Pucca,7993,50214,0.16,0.62
66910747,Street Vendor,22,Monthly,50,Graduate,1,1,7,Skilled,6,0.2,1,Semi-Pucca,23452,88589,0.26,0.92
28378552,Street Vendor,22,Weekly,53,Secondary,1,1,7,Unskilled,2,0.2,1,Semi-Pucca,17709,41234,0.43,0.94
96935067,Street Vendor,24,Weekly,36,Primary,0,1,8,Skilled,3,0.4,0,Semi-Pucca,16487,11801,1.4,0.95
67747822,Construction Worker,35,Irregular,57,Illiterate,1,0,10,Unskilled,1,0.4,1,Pucca,16625,12421,1.34,0.82
36411472,Street Vendor,15,Monthly,23,Graduate,0,0,5,Semi-Skilled,7,0.3,1,Semi-Pucca,15330,84436,0.18,0.59
97678026,Farmer,4,Weekly,37,Illiterate,0,1,1,Skilled,4,0.3,1,Kutcha,10633,69267,0.15,0.72
60622531,Auto Rickshaw Driver,23,Weekly,28,Secondary,0,0,7,Semi-Skilled,6,0.3,0,Semi-Pucca,19052,87269,0.22,0.77
68349857,Street Vendor,22,Weekly,29,Graduate,0,1,7,Semi-Skilled,5,0.1,0,Kutcha,17530,56191,0.31,0.95
23384525,Street Vendor,15,Monthly,31,Secondary,0,1,5,Semi-Skilled,3,0.3,1,Semi-Pucca,14483,85104,0.17,0.76
13623123,Small Shop Owner,9,Weekly,39,Primary,0,1,3,Semi-Skilled,6,0.4,1,Kutcha,25770,72137,0.36,0.95
63515410,Street Vendor,13,Weekly,19,Secondary,0,1,4,Semi-Skilled,7,0.4,0,Pucca,12966,48240,0.27,0.69
75533188,Farmer,4,Monthly,60,Primary,1,1,1,Unskilled,6,0.4,1,Kutcha,11616,48771,0.24,0.59
68787902,Tailor,13,Monthly,81,Primary,1,1,4,Semi-Skilled,4,0.6,1,Pucca,25869,88570,0.29,0.95
43155191,Small Shop Owner,15,Irregular,23,Secondary,0,0,5,Semi-Skilled,7,0.2,1,Pucca,22265,5125,4.34,0.89
49781857,Small Shop Owner,25,Irregular,64,Primary,1,0,8,Semi-Skilled,5,0.8,1,Semi-Pucca,35013,53594,0.65,0.95
74329612,Street Vendor,15,Irregular,35,Primary,0,0,5,Semi-Skilled,6,0.2,0,Kutcha,14736,93449,0.16,0.66
66844795,Farmer,13,Monthly,61,Primary,1,1,4,Skilled,7,0.2,1,Semi-Pucca,14118,47136,0.3,0.66
17309997,Farmer,1,Monthly,13,Primary,0,1,0,Semi-Skilled,3,0.3,0,Pucca,6298,99833,0.06,0.49
2031490,Construction Worker,40,Monthly,81,Illiterate,1,1,10,Skilled,7,0.4,1,Semi-Pucca,25460,6624,3.84,0.95
92315535,Construction Worker,5,Weekly,15,Primary,0,1,1,Skilled,3,0.3,0,Semi-Pucca,10246,97735,0.1,0.7
59347599,Farmer,8,Irregular,75,Illiterate,1,0,2,Skilled,3,0.9,1,Semi-Pucca,12537,69387,0.18,0.65
88370384,Auto Rickshaw Driver,16,Weekly,63,Primary,1,0,5,Unskilled,6,0.7,1,Semi-Pucca,22638,9424,2.4,0.95
79252679,Farmer,5,Monthly,70,Illiterate,1,1,1,Unskilled,6,0.7,1,Pucca,12720,43232,0.29,0.61
44100954,Auto Rickshaw Driver,11,Irregular,36,Secondary,0,0,3,Semi-Skilled,5,0.3,0,Kutcha,16107,78144,0.21,0.72
15960650,Construction Worker,23,Weekly,62,Illiterate,1,1,7,Skilled,4,0.3,1,Pucca,19211,64570,0.3,0.95
898209,Street Vendor,7,Irregular,21,Graduate,0,0,2,Semi-Skilled,5,0.3,0,Kutcha,13420,52983,0.25,0.67
5999648,Farmer,8,Irregular,57,Illiterate,1,0,2,Skilled,6,0.8,1,Semi-Pucca,12119,92880,0.13,0.47
91930931,Construction Worker,16,Weekly,27,Primary,0,1,5,Semi-Skilled,3,0.3,0,Kutcha,11769,60180,0.2,0.7
5191269,Street Vendor,21,Weekly,18,Primary,0,1,7,Unskilled,3,0.3,0,Pucca,12250,66766,0.18,0.76
29607611,Auto Rickshaw Driver,23,Monthly,15,Secondary,0,1,7,Skilled,3,0.4,1,Kutcha,16316,73825,0.22,0.77
22027145,Tailor,12,Monthly,62,Secondary,1,1,4,Semi-Skilled,4,0.7,1,Pucca,22402,94089,0.24,0.95
485988,Farmer,14,Irregular,86,Primary,1,0,4,Unskilled,6,0.4,1,Semi-Pucca,13483,22852,0.59,0.5
33217790,Small Shop Owner,29,Weekly,61,Primary,1,0,9,Skilled,3,0.3,1,Semi-Pucca,34979,99757,0.35,0.95
39083465,Street Vendor,46,Monthly,51,Primary,1,1,10,Unskilled,5,0.5,1,Semi-Pucca,20130,17474,1.15,0.95
47541342,Street Vendor,12,Monthly,34,Primary,0,1,4,Skilled,4,0.3,0,Semi-Pucca,14742,13100,1.13,0.86
84486272,Delivery Partner,12,Weekly,28,Secondary,0,1,4,Semi-Skilled,3,0.4,0,Semi-Pucca,20405,84375,0.24,0.95
98239648,Auto Rickshaw Driver,6,Monthly,16,Primary,0,1,2,Unskilled,4,0.3,1,Kutcha,13643,31079,0.44,0.8
47723724,Street Vendor,24,Monthly,20,Secondary,0,1,8,Semi-Skilled,6,0.3,0,Semi-Pucca,12966,28393,0.46,0.73
10165722,Construction Worker,16,Monthly,35,Illiterate,0,1,5,Semi-Skilled,6,0.3,1,Kutcha,12892,75165,0.17,0.69
28244396,Street Vendor,11,Monthly,34,Primary,0,0,3,Skilled,4,0.3,0,Pucca,14556,42513,0.34,0.59
43010809,Farmer,2,Irregular,22,Primary,0,0,0,Skilled,6,0.3,1,Semi-Pucca,8517,84655,0.1,0.41
71642225,Street Vendor,21,Irregular,28,Primary,0,0,7,Skilled,7,0.3,1,Kutcha,14871,60509,0.25,0.64
10395338,Tailor,21,Weekly,28,Primary,0,1,7,Skilled,4,0.2,0,Kutcha,19069,84533,0.23,0.95
71021841,Auto Rickshaw Driver,18,Weekly,57,Secondary,1,1,6,Skilled,5,0.4,1,Semi-Pucca,22407,46822,0.48,0.95
2276906,Construction Worker,23,Weekly,35,Illiterate,0,1,7,Semi-Skilled,5,0.3,0,Pucca,14124,11636,1.21,0.92
41301865,Farmer,6,Irregular,12,Illiterate,0,0,2,Skilled,7,0.3,0,Kutcha,8265,58885,0.14,0.34
30833625,Auto Rickshaw Driver,6,Monthly,26,Graduate,0,1,2,Semi-Skilled,3,0.4,0,Pucca,19136,35715,0.54,0.92
24327167,Auto Rickshaw Driver,10,Weekly,32,Secondary,0,1,3,Unskilled,6,0.4,0,Pucca,16501,67937,0.24,0.86
87668609,Street Vendor,11,Monthly,28,Secondary,0,1,3,Semi-Skilled,5,0.1,1,Kutcha,12244,56959,0.21,0.68
20157053,Construction Worker,11,Weekly,15,Primary,0,0,3,Semi-Skilled,7,0.2,0,Kutcha,9778,71279,0.14,0.48
70798341,Farmer,5,Monthly,59,Primary,1,0,1,Unskilled,1,0.6,1,Pucca,11306,29461,0.38,0.61
81639652,Street Vendor,18,Monthly,80,Secondary,1,1,6,Semi-Skilled,4,0.2,1,Pucca,21495,21494,1.0,0.95
97317687,Farmer,4,Irregular,15,Illiterate,0,0,1,Unskilled,7,0.1,0,Kutcha,6948,68296,0.1,0.35
80092421,Domestic Worker,15,Weekly,20,Primary,0,0,5,Semi-Skilled,6,0.2,1,Kutcha,9327,56407,0.17,0.41
15904685,Construction Worker,21,Monthly,31,Illiterate,0,0,7,Skilled,7,0.4,1,Semi-Pucca,14233,70971,0.2,0.55
9000399,Auto Rickshaw Driver,16,Weekly,21,Secondary,0,1,5,Semi-Skilled,4,0.1,0,Kutcha,15194,47529,0.32,0.87
21144492,Farmer,6,Monthly,76,Illiterate,1,1,2,Unskilled,6,0.2,1,Pucca,12108,21126,0.57,0.62
63787621,Construction Worker,7,Irregular,16,Illiterate,0,0,2,Unskilled,7,0.4,1,Semi-Pucca,8887,85648,0.1,0.38
55006773,Farmer,6,Irregular,76,Primary,1,0,2,Semi-Skilled,1,0.4,1,Pucca,11566,54552,0.21,0.53
36825188,Construction Worker,41,Monthly,73,Illiterate,1,1,10,Unskilled,1,0.7,1,Semi-Pucca,21101,20740,1.02,0.95
20089519,Street Vendor,21,Weekly,20,Primary,0,1,7,Semi-Skilled,7,0.2,1,Semi-Pucca,14321,90090,0.16,0.68
50497489,Domestic Worker,23,Weekly,30,Primary,0,1,7,Semi-Skilled,6,0.3,0,Semi-Pucca,10462,95370,0.11,0.56
20522729,Domestic Worker,19,Weekly,69,Primary,1,1,6,Skilled,6,0.2,1,Semi-Pucca,15011,96976,0.15,0.73
53923495,Farmer,8,Weekly,53,Illiterate,1,1,2,Unskilled,6,0.4,1,Pucca,10441,56428,0.19,0.6
89887344,Domestic Worker,20,Weekly,72,Primary,1,1,6,Unskilled,7,0.7,1,Semi-Pucca,14368,8796,1.63,0.81
14688852,Small Shop Owner,17,Weekly,28,Primary,0,0,5,Semi-Skilled,6,0.2,1,Kutcha,22350,5202,4.3,0.93
99884801,Street Vendor,23,Monthly,10,Primary,0,1,7,Unskilled,5,0.3,0,Semi-Pucca,12762,28283,0.45,0.8
22623485,Auto Rickshaw Driver,12,Irregular,68,Secondary,1,0,4,Unskilled,2,0.6,1,Pucca,22122,75538,0.29,0.95
30441801,Tailor,32,Weekly,75,Secondary,1,0,10,Skilled,5,0.1,1,Pucca,31966,23819,1.34,0.95
11197618,Farmer,2,Monthly,21,Primary,0,1,0,Skilled,6,0.1,1,Semi-Pucca,7873,56084,0.14,0.45
91932191,Farmer,5,Weekly,63,Illiterate,1,0,1,Skilled,3,0.3,1,Pucca,11161,66291,0.17,0.62
47239221,Street Vendor,12,Weekly,32,Primary,0,1,4,Semi-Skilled,5,0.1,0,Semi-Pucca,13639,74388,0.18,0.82
6027953,Auto Rickshaw Driver,40,Weekly,50,Secondary,1,1,10,Semi-Skilled,4,0.2,1,Kutcha,26863,47538,0.57,0.95
76074116,Small Shop Owner,23,Weekly,22,Primary,0,0,7,Skilled,3,0.3,0,Pucca,23097,33380,0.69,0.95
27420784,Auto Rickshaw Driver,8,Weekly,13,Primary,0,1,2,Skilled,4,0.2,1,Kutcha,14152,46665,0.3,0.81
30147192,Auto Rickshaw Driver,11,Irregular,15,Primary,0,0,3,Semi-Skilled,7,0.2,1,Kutcha,15243,35935,0.42,0.57
85833027,Domestic Worker,18,Weekly,33,Primary,0,0,6,Skilled,3,0.3,0,Kutcha,10847,17408,0.62,0.6
7084236,Street Vendor,17,Weekly,16,Primary,0,1,5,Skilled,7,0.4,1,Semi-Pucca,12431,78663,0.16,0.65
43262786,Farmer,1,Weekly,13,Primary,0,1,0,Skilled,6,0.4,0,Pucca,6950,88624,0.08,0.5
31763220,Construction Worker,38,Weekly,85,Illiterate,1,1,10,Skilled,5,0.9,1,Semi-Pucca,22585,91282,0.25,0.95
63384208,Auto Rickshaw Driver,13,Monthly,34,Secondary,0,0,4,Semi-Skilled,7,0.2,0,Kutcha,17401,8016,2.17,0.93
54123725,Farmer,1,Monthly,18,Illiterate,0,0,0,Semi-Skilled,5,0.3,0,Kutcha,7279,10642,0.68,0.4
46754887,Street Vendor,14,Monthly,36,Secondary,0,1,4,Skilled,3,0.1,0,Semi-Pucca,15652,98211,0.16,0.87
36776405,Farmer,7,Monthly,22,Illiterate,0,1,2,Unskilled,6,0.1,0,Pucca,7780,54399,0.14,0.37
21370721,Farmer,7,Monthly,22,Illiterate,0,1,2,Unskilled,6,0.3,0,Pucca,7123,95600,0.07,0.48
72784962,Small Shop Owner,43,Monthly,78,Primary,1,1,10,Semi-Skilled,5,0.7,1,Kutcha,42763,95703,0.45,0.95
16825159,Farmer,8,Monthly,78,Primary,1,1,2,Unskilled,7,0.5,1,Kutcha,12259,57455,0.21,0.59
